scen_id,demand_scenario,refining_scenario,year,demo_group,demo_cat,title,sum_num,sum_den,num_over_den,mortality_level_dem,mortality_delta_dem
BAU historic exports,BAU,historic exports,2020,aialnative,Race,American Indian or Alaska Native,10922.9364827984,96722.6985880788,0.112930435587998,0.646942215214085,-0.05665129085635
BAU historic exports,BAU,historic exports,2020,asian,Race,Asian,711110.577444424,3847285.01356629,0.184834389689588,44.8870211978577,-3.90949407492664
BAU historic exports,BAU,historic exports,2020,black,Race,Black,472725.320083484,1293179.54364969,0.365552735816814,26.2698031875979,-2.28888640549109
BAU historic exports,BAU,historic exports,2020,dac,DAC,DAC,2094132.5487641,4904842,0.426952091171153,107.180984279748,-9.31381387904619
BAU historic exports,BAU,historic exports,2020,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,19545.9260025128,84069.5141773729,0.232497192279167,1.10419429084974,-0.0962992892680197
BAU historic exports,BAU,historic exports,2020,hispanic,Race,Hispanic,2170370.5653985,8428074.2556147,0.257516782550013,114.611500627931,-9.97013236258311
BAU historic exports,BAU,historic exports,2020,non_dac,DAC,Non-DAC,2557505.00209967,19197950,0.133217609281182,162.577037408402,-14.2053940446095
BAU historic exports,BAU,historic exports,2020,nonh_other,Race,Other (Non-Hispanic),23877.4753509996,126860.720818522,0.188218033107009,1.37298626222926,-0.119963476175235
BAU historic exports,BAU,historic exports,2020,nonh_two_or_more,Race,Two or more races (Non-Hispanic),133036.409493119,848341.849081609,0.156819340737629,8.06337179147727,-0.705476390879191
BAU historic exports,BAU,historic exports,2020,total_above_poverty,Poverty,Above poverty line,3865593.3768412,20607103.8469401,0.187585475647283,227.998283300379,-19.8791957830699
BAU historic exports,BAU,historic exports,2020,total_below_poverty,Poverty,Below poverty line,786044.174022575,3495688.15305983,0.224861068723919,41.7597383877709,-3.6400121405857
BAU historic exports,BAU,historic exports,2020,white,Race,white,1110048.34060796,9378258.40450366,0.118364017361143,72.802202114993,-6.37230463347608
BAU historic exports,BAU,historic exports,2021,aialnative,Race,American Indian or Alaska Native,10863.811526783,96722.6985880788,0.112319152436489,0.66011645188433,-0.064790115125474
BAU historic exports,BAU,historic exports,2021,asian,Race,Asian,707704.060741876,3847285.01356629,0.183948955756169,45.8675658143571,-4.46356593024991
BAU historic exports,BAU,historic exports,2021,black,Race,Black,469269.120912291,1293179.54364969,0.362880099067984,26.7546192809118,-2.61336344240799
BAU historic exports,BAU,historic exports,2021,dac,DAC,DAC,2082485.1367734,4904842,0.424577414883781,109.249698483497,-10.6093037237339
BAU historic exports,BAU,historic exports,2021,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,19412.1843074459,84069.5141773729,0.230906345747275,1.12520176141383,-0.110009631884911
BAU historic exports,BAU,historic exports,2021,hispanic,Race,Hispanic,2159935.03231173,8428074.2556147,0.256278595418497,116.944250966376,-11.362992096467
BAU historic exports,BAU,historic exports,2021,non_dac,DAC,Non-DAC,2544510.47557101,19197950,0.132540738754451,166.069830048389,-16.2411526453786
BAU historic exports,BAU,historic exports,2021,nonh_other,Race,Other (Non-Hispanic),23735.2063105779,126860.720818522,0.187096574553851,1.40077597504566,-0.137124869356238
BAU historic exports,BAU,historic exports,2021,nonh_two_or_more,Race,Two or more races (Non-Hispanic),132222.390754383,848341.849081609,0.15585979979359,8.2274846654123,-0.807049415150629
BAU historic exports,BAU,historic exports,2021,total_above_poverty,Poverty,Above poverty line,3845442.37663585,20607103.8469401,0.18660760896815,232.744878015654,-22.6980268728871
BAU historic exports,BAU,historic exports,2021,total_below_poverty,Poverty,Below poverty line,781553.235708554,3495688.15305983,0.223576360787345,42.5746505162302,-4.15242949622533
BAU historic exports,BAU,historic exports,2021,white,Race,white,1103853.80547931,9378258.40450366,0.117703496520122,74.3395136164839,-7.29156086847022
BAU historic exports,BAU,historic exports,2022,aialnative,Race,American Indian or Alaska Native,11011.2545582516,96722.6985880788,0.113843541578034,0.691405841442095,-0.0433931734479994
BAU historic exports,BAU,historic exports,2022,asian,Race,Asian,707655.398973093,3847285.01356629,0.183936307416206,47.2157196318502,-4.29941816619144
BAU historic exports,BAU,historic exports,2022,black,Race,Black,472505.336462549,1293179.54364969,0.365382625160474,27.7573216511707,-2.27547190591682
BAU historic exports,BAU,historic exports,2022,dac,DAC,DAC,2073498.94801139,4904842,0.422745309229408,111.929526447897,-10.979050646981
BAU historic exports,BAU,historic exports,2022,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,19297.681263546,84069.5141773729,0.229544341398608,1.15243798187503,-0.0901268799974801
BAU historic exports,BAU,historic exports,2022,hispanic,Race,Hispanic,2162720.39191984,8428074.2556147,0.256609081306926,120.574267892108,-11.3014907724389
BAU historic exports,BAU,historic exports,2022,non_dac,DAC,Non-DAC,2572934.52742848,19197950,0.134021316204515,173.110215229753,-12.940148924687
BAU historic exports,BAU,historic exports,2022,nonh_other,Race,Other (Non-Hispanic),24075.7923812161,126860.720818522,0.18978129893852,1.46627533660465,-0.105503981525769
BAU historic exports,BAU,historic exports,2022,nonh_two_or_more,Race,Two or more races (Non-Hispanic),133707.511773526,848341.849081609,0.15761041603485,8.58763660590619,-0.572137261664081
BAU historic exports,BAU,historic exports,2022,total_above_poverty,Poverty,Above poverty line,3859742.66754964,20607103.8469401,0.187301558541074,240.833638786325,-20.2014221102549
BAU historic exports,BAU,historic exports,2022,total_below_poverty,Poverty,Below poverty line,786690.807890228,3495688.15305983,0.225046049145323,44.2061028913259,-3.71777746141306
BAU historic exports,BAU,historic exports,2022,white,Race,white,1115460.10810784,9378258.40450366,0.118941071998205,77.5946767366943,-5.23165743048548
BAU historic exports,BAU,historic exports,2023,aialnative,Race,American Indian or Alaska Native,11102.7548275336,96722.6985880788,0.114789547744298,0.718607306866259,-0.0336425041748789
BAU historic exports,BAU,historic exports,2023,asian,Race,Asian,711897.033429218,3847285.01356629,0.185038808125452,48.9226422913679,-4.06250239914368
BAU historic exports,BAU,historic exports,2023,black,Race,Black,476855.059070261,1293179.54364969,0.368746212706435,28.8498378845125,-2.03397039190203
BAU historic exports,BAU,historic exports,2023,dac,DAC,DAC,2082414.92727743,4904842,0.424563100560107,115.597136350078,-10.679961362341
BAU historic exports,BAU,historic exports,2023,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,19476.3113799866,84069.5141773729,0.231669132033936,1.1981387240798,-0.0787942873202037
BAU historic exports,BAU,historic exports,2023,hispanic,Race,Hispanic,2166990.33330374,8428074.2556147,0.25711571440654,124.283460207505,-10.8632518718232
BAU historic exports,BAU,historic exports,2023,non_dac,DAC,Non-DAC,2586619.12560183,19197950,0.134734131800626,179.432306975169,-11.1803368348923
BAU historic exports,BAU,historic exports,2023,nonh_other,Race,Other (Non-Hispanic),24300.0865167256,126860.720818522,0.191549333473262,1.52496491204692,-0.0882508344316454
BAU historic exports,BAU,historic exports,2023,nonh_two_or_more,Race,Two or more races (Non-Hispanic),135060.090210647,848341.849081609,0.159204795044426,8.94261224688638,-0.455869723200775
BAU historic exports,BAU,historic exports,2023,total_above_poverty,Poverty,Above poverty line,3878378.41875334,20607103.8469401,0.188205894800168,249.285419268837,-18.4575720642235
BAU historic exports,BAU,historic exports,2023,total_below_poverty,Poverty,Below poverty line,790655.63412591,3495688.15305983,0.226180253931929,45.7440240564096,-3.40272613300971
BAU historic exports,BAU,historic exports,2023,white,Race,white,1123352.38414114,9378258.40450366,0.119782622283225,80.5891797519821,-4.24401618523689
BAU historic exports,BAU,historic exports,2024,aialnative,Race,American Indian or Alaska Native,10995.0884038414,96722.6985880788,0.113676402378589,0.731752600793232,-0.0385052471907147
BAU historic exports,BAU,historic exports,2024,asian,Race,Asian,704279.384757938,3847285.01356629,0.183058801797764,49.8006520741175,-4.741149062164
BAU historic exports,BAU,historic exports,2024,black,Race,Black,471581.455403265,1293179.54364969,0.364668199183184,29.3343035539902,-2.59835505424571
BAU historic exports,BAU,historic exports,2024,dac,DAC,DAC,2059990.27133499,4904842,0.419991157989389,117.442404721172,-13.0985494448171
BAU historic exports,BAU,historic exports,2024,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,19265.6621263984,84069.5141773729,0.229163476379214,1.2186524016242,-0.0890456597219429
BAU historic exports,BAU,historic exports,2024,hispanic,Race,Hispanic,2144428.34770981,8428074.2556147,0.254438710750705,126.352219373536,-13.0169967930908
BAU historic exports,BAU,historic exports,2024,non_dac,DAC,Non-DAC,2560106.23974701,19197950,0.133353104875625,182.762862740703,-13.1925597290978
BAU historic exports,BAU,historic exports,2024,nonh_other,Race,Other (Non-Hispanic),24042.1716206298,126860.720818522,0.189516277895211,1.55193723582789,-0.115526214690084
BAU historic exports,BAU,historic exports,2024,nonh_two_or_more,Race,Two or more races (Non-Hispanic),133642.053954991,848341.849081609,0.157533256316034,9.10497382376878,-0.555612840684274
BAU historic exports,BAU,historic exports,2024,total_above_poverty,Poverty,Above poverty line,3837604.96725823,20607103.8469401,0.186227283356369,253.685818723343,-22.1584310640971
BAU historic exports,BAU,historic exports,2024,total_below_poverty,Poverty,Below poverty line,782491.543823788,3495688.15305983,0.223844779500385,46.5194487385309,-4.13267810981781
BAU historic exports,BAU,historic exports,2024,white,Race,white,1111862.34710514,9378258.40450366,0.118557444159483,82.1107763982165,-5.1359183021273
BAU historic exports,BAU,historic exports,2025,aialnative,Race,American Indian or Alaska Native,10869.4946674243,96722.6985880788,0.1123779094886,0.745310551408466,-0.0409605047551146
BAU historic exports,BAU,historic exports,2025,asian,Race,Asian,695430.594503094,3847285.01356629,0.180758792772271,50.7193997971592,-5.18345360943741
BAU historic exports,BAU,historic exports,2025,black,Race,Black,465463.916939863,1293179.54364969,0.359937581154587,29.8332773807916,-2.80338565448018
BAU historic exports,BAU,historic exports,2025,dac,DAC,DAC,2033947.40603192,4904842,0.414681534294462,119.35580711761,-14.2089064665019
